,book_id,5 star,4 star,3 star,2 star,1 star,total_review_count,ratings_count
16331,17163929-blood-sake,6,0,0,0,0,2,6
16333,17032328-if-you-stay,10978,13293,7804,1827,619,1987,34521
16363,16302051-seven-years-of-bad-luck,164,192,93,22,9,88,480
16393,16003591-intertwined-hearts,636,567,310,87,39,220,1639
16423,17157757-caught-up-in-us,2782,4246,3633,942,294,835,11897
16453,16207327-forged-by-fate,117,82,53,17,14,75,283
16483,17200654-promise-me,1303,1879,1234,321,149,442,4886
16513,20782778-therapy,1682,835,407,152,81,609,3157
16543,12558285-splintered,23023,18852,11704,4556,2557,8392,60692
16573,17207108-waiting-for-you,2902,2839,1528,453,282,667,8004
16603,18868012-tent-city,256,279,161,63,21,186,780
16633,13610402-triangles,70,47,73,40,28,68,258
16663,20652385-an-exceptional-twist,188,159,61,9,2,72,419
16693,17566523-friend-zoned,10343,8468,4660,1631,1166,2172,26268
16723,16160501-fraction-of-stone,44,33,27,4,1,50,109
16753,13665100-the-watcher,182,132,134,59,31,117,538
16783,17312411-a-special-s-love,13,4,5,2,0,18,24
16801,17191115-choices-of-fate,226,186,165,48,45,88,670
16831,17405850-restore-me,2672,2831,1329,244,69,587,7145
16861,17304237-fading,4653,4007,1918,507,225,1265,11310
16891,17836829-very-bad-things,5682,6362,3797,1157,406,1613,17404
16921,17183607-finding-meara,21,23,20,5,3,26,72
16947,17166774-shattered-promises,4743,4737,3266,1051,589,882,14386
16977,17336072-bound-to-you,840,933,653,171,53,219,2650
17007,17386062-torn,5148,4415,1845,361,107,967,11876
17037,17253760-so-much-it-hurts,341,354,195,56,24,190,970
17067,16146956-timespell,52,29,25,4,8,34,118
17097,17404608-no-going-back,434,495,243,49,22,124,1243
17127,17281806-awaken,63,23,15,8,3,51,112
17157,17825487-all-my-life,401,503,549,195,101,207,1749
17187,16138470-after-tuesday,615,657,523,165,78,222,2038
17217,17232691-lost-in-distraction,468,604,376,125,75,188,1648
17247,17206928-drowning-in-you,223,307,423,207,123,152,1283
17277,17983690-lick,34007,31731,15200,3968,1479,6955,86385
17307,17214221-torn,5289,5878,3509,997,437,1065,16110
17337,16004045-i-love-you-to-death,1735,1715,1009,333,191,541,4983
17367,16076395-once-upon-a-road-trip,163,129,92,50,35,122,469
17397,44890081-my-dark-vanessa,90261,110691,42454,8777,2651,35313,254834
17427,45046527-american-dirt,266813,165490,47727,10698,5082,40285,495810
17457,51791252-the-vanishing-half,254963,290981,102615,14697,3431,52751,666687
17487,45754981-the-glass-hotel,29601,60049,44134,11901,2544,16581,148229
17517,43923951-such-a-fun-age,102582,208238,124825,24685,4879,37666,465209
17547,53152636-mexican-gothic,62272,110519,82520,25852,6860,42504,288023
17577,45294613-dear-edward,49841,64323,26576,4213,932,15537,145885
17607,52878453-death-in-her-hands,3350,9252,11118,5163,1508,5292,30391
17637,43834909-long-bright-river,29700,45222,18039,2739,589,10025,96289
17667,49127718-anxious-people,236758,186905,79630,19258,5995,65809,528546
17697,48570454-transcendent-kingdom,48629,56099,22828,3528,740,15229,131824
17727,45897568-a-long-petal-of-the-sea,28191,36000,16044,2769,649,9273,83653
17757,45885644-the-sun-down-motel,38610,56043,23280,4311,991,16459,123235
17787,43721059-the-night-watchman,23736,24660,10211,2049,564,6914,61220
17817,45289222-writers-lovers,41081,49925,23009,4638,1136,15200,119789
17847,49649443-things-in-jars,4690,8073,5860,1744,495,3386,20862
17877,45734704-the-lost-book-of-adana-moreau,528,875,758,272,77,512,2510
17907,45992717-the-mirror-the-light,19269,10820,3506,768,262,4863,34625
17937,50214741-the-girl-with-the-louding-voice,71844,46286,10125,1260,396,14255,129911
17967,51901147-the-ballad-of-songbirds-and-snakes,100052,133757,87462,24892,7144,42872,353307
17997,46138193-the-mercies,11039,16331,7115,1334,299,4866,36118
18027,43890641-hamnet,91797,73649,28635,6390,1711,25323,202182
18057,52741293-shuggie-bain,62698,43462,13435,3002,1249,14291,123846
18087,52443917-deacon-king-kong,24601,23326,8758,1891,567,7572,59143
18117,46263943-real-life,7754,11501,7127,2049,520,4282,28951
18147,42171136-followers,2994,6817,5485,1478,348,2481,17122
18177,37506228-weather,6041,11933,10404,3541,875,5013,32794
18207,52698452-the-book-of-longings,50035,40625,14829,3057,1049,13900,109595
18237,53311071-the-dark-heart-of-every-wild-thing,167,21,24,15,1,25,228
18262,51780160-these-ghosts-are-family,1267,2646,2077,509,100,1222,6599
18292,50093704-in-five-years,98211,149890,97157,26275,7377,33197,378910
18322,42121525-migrations,23738,20853,8758,2193,650,8441,56192
18352,45895362-how-much-of-these-hills-is-gold,5204,8598,5574,1381,361,2990,21118
18382,52696537-if-i-had-your-face,8085,19864,13125,2224,374,5654,43672
18412,52377380-valentine,9239,15498,10170,2759,708,5120,38374
18442,45892271-cleanness,2060,2876,1915,600,133,1084,7584
18472,45046724-pride-of-eden,159,177,109,28,7,158,480
18502,52180399-the-only-good-indians,14626,23744,15859,5341,1746,11063,61316
18532,45892255-sharks-in-the-time-of-saviors,4213,6646,4111,937,195,2507,16102
18562,46158562-the-deep,1008,2580,3345,1211,284,1767,8428
18592,43557477-the-jane-austen-society,8111,18753,12861,2474,508,6676,42707
18622,50623864-the-invisible-life-of-addie-larue,387320,266177,117994,32231,10674,107666,814396
18652,52578297-the-midnight-library,476976,499871,266261,67008,16509,144060,1326625
18682,50732671-apeirogon,10013,6695,2661,853,355,2949,20577
18712,52185082-sin-eater,1713,3777,3069,852,201,1790,9612
18742,45755173-djinn-patrol-on-the-purple-line,2276,4448,2689,480,123,1817,10016
18772,43413011-the-bass-rock,1759,3084,2308,640,132,1092,7923
18802,50186188-the-death-of-vivek-oji,19155,20788,7891,1511,395,7487,49740
18832,44084930-a-good-neighborhood,13815,20665,11897,3587,1289,7469,51253
18862,49223060-darling-rose-gold,6526,14187,9977,2356,503,5270,33549
18892,53057515-the-animals-at-lockwood-manor,525,1553,1983,694,140,908,4895
18922,55298100-sorrow,483,235,92,20,5,214,835
18952,53122391-a-children-s-bible,7260,12912,8734,2582,688,4456,32176
18982,41719463-godshot,2004,3262,2079,601,170,1187,8116
19012,51341638-utopia-avenue,7138,7957,3814,1095,317,3382,20321
19042,48616787-the-lying-life-of-adults,11463,23862,17868,5074,1192,6043,59459
19072,50788186-sisters,1925,4357,4224,1564,362,1882,12432
19102,43801240-night-sleep-death-the-stars,810,1072,666,245,100,567,2893
19132,52973514-days-of-distraction,887,2090,1819,489,97,820,5382
19162,37946417-afterland,428,1348,1644,642,196,757,4258
19191,46014983-redhead-by-the-side-of-the-road,7077,16532,14152,3372,768,5335,41901
19221,51318668-before-familiar-woods,579,628,380,165,139,90,1891
19251,48564330-betty,14030,6944,2328,639,243,4104,24184
19281,43883862-the-ancestor,617,1164,1243,582,173,826,3779
19311,51933429-the-guest-list,204967,378507,225804,43172,9494,68242,861944
19341,45754997-topics-of-conversation,678,1628,2758,2269,1124,1364,8457
19371,45892265-the-cactus-league,548,1371,1500,456,109,624,3984
19401,52905796-night-theater,383,1058,792,146,35,426,2414
19431,52777764-the-perfect-world-of-miwako-sumida,748,1480,784,169,28,663,3209
19461,44453038-apartment,479,1010,587,134,27,404,2237
19491,51978138-dreamland,697,964,608,151,34,462,2454
19521,45046893-oona-out-of-order,17292,29499,17386,3670,876,9446,68723
19551,40522814-docile,1126,1484,1153,711,468,1437,4942
19581,45015676-the-illness-lesson,414,656,896,473,132,425,2571
19611,44280984-miss-austen,1329,2719,1825,365,77,1123,6315
19641,43312830-the-second-home,1146,2388,1548,311,80,1211,5473
19671,52255586-a-thousand-moons,1375,2068,1219,255,51,665,4968
19701,45892357-the-patron-saint-of-pregnant-girls,148,441,570,221,57,291,1437
19731,45280901-verge,421,586,523,182,46,317,1758
19761,45892207-the-boatman-s-daughter,763,1335,1288,489,150,650,4025
19791,49077784-secret-lives-of-mothers-daughters,229,311,169,14,9,109,732
19809,46183562-luster,15702,31585,27195,9766,2728,11387,86976
19839,51166519-lakewood,1413,3828,3791,1053,168,1760,10253
19869,45169231-swimming-in-the-dark,11180,9928,3434,568,81,4020,25191
19899,50202953-piranesi,95480,75456,27176,6351,1895,32449,206358
19929,51475363-the-orchard,651,1046,815,324,74,587,2910
